,Наименование полигона,Краткое наименование,Полигон,Номерной знак ТС,Наименование структурного подразделения,Тип закрепления,дата путевого листа,"Данные путевых листов, пробег",Дата сигнала телематики,"Данные телематики, пробег",Штрафы,манера вождения
4165,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-10,269.0,,,,4.6
4166,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-11,453.0,,,,4.6
4167,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-12,939.0,,,,4.6
4168,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-13,580.0,,,,4.6
4169,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-15,619.0,,,,4.6
4170,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-16,912.0,,,,4.6
4171,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-17,978.0,,,,4.6
4172,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-18,952.0,,,,4.6
4173,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-19,781.0,,,,4.6
4174,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-20,944.0,,,,4.6
4175,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-21,822.0,,,,4.6
4176,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-22,873.0,,,,4.6
4177,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-23,536.0,,,,4.6
4178,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-24,106.0,,,,4.6
4179,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-25,460.0,,,,4.6
4180,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-26,222.0,,,,4.6
4181,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-27,125.0,,,,4.6
4182,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-28,719.0,,,,4.6
4183,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-29,345.0,,,,4.6
4184,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-30,421.0,,,,4.6
4185,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,У415РМ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,,,,,4.6
4186,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,К940ВТ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,,0.0,,0.0,0.0,0.0
4188,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-01,876.0,2024-04-10,269.0,,3.2
4189,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-02,347.0,2024-04-11,454.65,,3.2
4190,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-03,79.0,2024-04-12,939.0,,3.2
4191,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-04,156.0,2024-04-13,580.0,,3.2
4192,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-05,157.0,2024-04-15,619.0,,3.2
4193,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-06,364.0,2024-04-16,912.0,,3.2
4194,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-07,163.0,2024-04-17,978.0,,3.2
4195,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-08,1056.0,2024-04-18,952.0,,3.2
4196,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-09,1138.0,2024-04-20,298.0,,3.2
4197,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-10,269.0,,,,3.2
4198,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-11,453.0,,,,3.2
4199,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-12,939.0,,,,3.2
4200,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-13,580.0,,,,3.2
4201,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-15,619.0,,,,3.2
4202,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-16,912.0,,,,3.2
4203,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-17,978.0,,,,3.2
4204,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-18,952.0,,,,3.2
4205,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-19,781.0,,,,3.2
4206,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-20,904.14,,,,3.2
4207,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-21,822.0,,,,3.2
4208,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-22,873.0,,,,3.2
4209,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-23,536.0,,,,3.2
4210,СЕВЕРНАЯ ЖД,ЦМ,Северная ДМ,С607ХУ07,Архангельская механизированная дистанция ПРР и КО,В целевой структуре парка,2024-04-24,106.0,,,,3.2
